"Legal Entity Name","Organization Marketing Name","Contract Number","Organization Type","Plan Type","Contract Effective Date","Tax Status","Parent Organization","CMS Region Responsible","Enrollment","Legal Entity Street","Legal Entity Street2","Legal Entity City","Legal Entity State Code","Legal Entity Zip","Directory Contact Title","Directory Contact Last Name","Directory Contact First Name","Directory Contact Middle Initial","Directory Contact Phone","Directory Contact Phone Ext","Directory Contact Fax","Directory Contact Email","Directory Contact St Address","Directory Contact St Address2","Directory Contact City","Directory Contact State","Directory Contact Zip","Directory Contact Last Update"
"DEVOTED HEALTH PLAN OF COLORADO INC","Devoted Health","H7147","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Devoted Health, Inc.","New York","6,828","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF FLORIDA, INC.","Devoted Health","H1290","Local CCP","HMO/HMOPOS","01/01/2019","For Profit","Devoted Health, Inc.","New York","32,294","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","08/25/2020"
"DEVOTED HEALTH PLAN OF ILLINOIS, INC.","Devoted Health","H7151","Local CCP","HMO/HMOPOS","01/01/2022","For Profit","Devoted Health, Inc.","New York","6,152","221 Crescent Street","Suite 202 - Devoted Health","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF MISSOURI INC","Devoted Health","H2041","Local CCP","HMO/HMOPOS","01/01/2025","For Profit","Devoted Health, Inc.","Boston","4,525","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF NORTH CAROLINA INC","Devoted Health","H9700","Local CCP","Local PPO","01/01/2025","For Profit","Devoted Health, Inc.","Boston","5,491","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF NORTH CAROLINA INC","Devoted Health","H5299","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Devoted Health, Inc.","New York","3,854","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF OHIO INC","Devoted Health","H2526","Local CCP","Local PPO","01/01/2023","For Profit","Devoted Health, Inc.","New York","6,085","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF OHIO, INC.","Devoted Health","H2697","Local CCP","HMO/HMOPOS","01/01/2021","For Profit","Devoted Health, Inc.","New York","30,097","221 Crescent Street","Suite 202 - Devoted Health","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF OREGON INC","Devoted Health","H2923","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Devoted Health, Inc.","New York","2,911","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF PENNSYLVANIA INC","Devoted Health","H6852","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Devoted Health, Inc.","New York","1,886","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF SOUTH CAROLINA INC","Devoted Health","H3041","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Devoted Health, Inc.","New York","1,421","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF TENNESSEE INC","Devoted Health","H7605","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Devoted Health, Inc.","Kansas City","2,858","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DEVOTED HEALTH PLAN OF TEXAS, INC.","Devoted Health","H7993","Local CCP","HMO/HMOPOS","01/01/2020","For Profit","Devoted Health, Inc.","New York","25,842","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"DIGNITY CARE CORPORATION","American Health Advantage of Louisiana","H8492","Local CCP","HMO/HMOPOS","01/01/2020","For Profit","Mitchell Family Office","Dallas","649","950 West Causeway Approach","","Mandeville","LA","70471","Sr Director, Health Plan","Brimm","Angie","","1-866-266-6010","","","abrimm@AmHealthPlans.com","201 Jordan Road","Suite 200","Franklin","TN","37067","02/14/2024"
"DOCTORS HEALTHCARE PLANS, INC.","Doctors HealthCare Plans, Inc.","H4140","Local CCP","HMO/HMOPOS","01/01/2019","For Profit","DOCTORS HEALTHCARE PLANS, INC.","Atlanta","17,500","2020 Ponce De Leon Blvd","PH 1","Coral Gables","FL","33134","VP Network Development","Duran","Maria","","1-786-578-0940","","","m.dur.5@doctorshcp.com","2020 Ponce De Leon Blvd","PH 1","Coral Gables","FL","33134","06/30/2020"
"Devoted Health Insurance of Illinois, Inc.","Devoted Health","H6545","Local CCP","Local PPO","01/01/2023","For Profit","Devoted Health, Inc.","New York","1,876","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"Devoted of Illinois, Inc.","Devoted Health","H8320","Local CCP","Local PPO","01/01/2025","For Profit","Devoted Health, Inc.","Boston","700","221 Crescent Street","Suite 202","Waltham","MA","02453","Chief Compliance Officer","O'Kane","Shannon","","1-800-338-6833","","","sokane@devoted.com","221 Crescent Street","Suite 202","Waltham","MA","02453","11/15/2024"
"EL PASO FIRST HEALTH PLANS, INC.","El Paso Health Medicare Advantage","H3407","Local CCP","HMO/HMOPOS","01/01/2020","Not-for-Profit/Non-Profit","El Paso County Hospital District","Dallas","801","1145 Westmoreland","","El Paso","TX","79925","","Garcia","Viridiana","","1-915-298-7198","1079","","vrodriguez@elpasohealth.com","1145 Westmoreland","","El Paso","TX","79925","04/08/2021"
"ELDERHAUS INC.","Elderhaus PACE","H3942","National PACE","National PACE","02/01/2008","Not-for-Profit/Non-Profit","EveryAge","Atlanta","114","1380 North College Road","","Wilmington","NC","28405","Executive Director","Finch","Ruth","","1-910-767-0932","","1-910-765-0188","rfinch@everyage.org","1380 North College Road","","Wilmington","NC","28405","08/14/2024"
"ELDERPLAN, INC.","Elderplan","H3347","Local CCP","HMO/HMOPOS","01/01/2006","Not-for-Profit/Non-Profit","Elderplan, Inc.","New York","20,636","55 Water Street","46th Floor","New York","NY","10041","","Services","Provider","","1-718-921-7979","","","EPProviderServices@mjhs.org","55 Water Street","46th Floor","New York","NY","10041","02/20/2025"
"ELDERSERVE HEALTH, INC.","RiverSpring Health Plans","H6776","Local CCP","HMO/HMOPOS","01/01/2016","Not-for-Profit/Non-Profit","RiverSpring Living Holding Corp.","Boston","736","80 West 225th Street","","Bronx","NY","10463","AVP of Network Developmen","Altamirano","Bolivar","","1-347-842-3527","","","bolivar.altamirano@elderservehealth.org","80 West 225th Street","","Bronx","NY","10463","02/16/2022"
"ELEMENT CARE, INC.","Element Care, Inc","H2222","National PACE","National PACE","11/01/2003","Not-for-Profit/Non-Profit","Element Care, Inc.","New York","1,037","235 Woodland North","2nd Floor","LYNN","MA","01904","Director Marketing","Gibeley","Jodi","","1-781-715-2937","","1-781-715-6699","jgibeley@elementcare.org","235 Woodland North","2nd Floor","Lynn","MA","01904","11/09/2023"
"EMBLEMHEALTH PLAN, INC.","EmblemHealth","H5528","Local CCP","Local PPO","01/01/2006","Not-for-Profit/Non-Profit","EmblemHealth, Inc.","New York","34","55 Water Street","","New York","NY","10041","VP Customer Service","Tirado","Nicole","","1-877-344-7364","","","ntirado@emblemhealth.com","80 Wolf Road","","Albany","NY","12205","03/26/2025"
"EMPATH LIFE, INC.","Empath LIFE","H0440","National PACE","National PACE","07/01/2023","Not-for-Profit/Non-Profit","Empath Health, Inc.","Atlanta","24","5771 Roosevelt Blvd","","Clearwater","FL","33760","Interim Program Director","Schulte","Komal","","1-813-651-2851","","1-813-441-8467","komalschulte@empathhealth.org","5414 Beaumont Center Blvd Ste 210","","Tampa","FL","33634","04/29/2025"
"EMPHESYS INSURANCE COMPANY","Humana","H7617","Local CCP","Local PPO","01/01/2020","For Profit","Humana Inc.","Kansas City","11,404","1221 S. MoPac Expy","Suite 300","Austin","TX","787467625","Associate Director","Richter","Lisa","","1-800-448-6262","","","lrichter@humana.com","101 East Main Street","","Louisville","KY","40202","12/18/2024"
"ESPERANZA HEALTH CENTERS","Panorama PACE","H7027","National PACE","National PACE","07/01/2024","Not-for-Profit/Non-Profit","Esperanza Health Centers","New York","21","1940 S Western Ave","Suite 205","Chicago","IL","60608","Vice President of PACE","Weiss","Jennifer","","1-773-482-1989","","","jweiss@esperanzachicago.org","1940 S Western Ave. Suite 205","","Chicago","IL","60608","01/12/2024"
"ESSENCE HEALTHCARE OF OHIO, INC.","Essence Healthcare","H4620","Local CCP","Local PPO","01/01/2023","For Profit","Lumeris Group Holdings Corporation","Dallas","91","13900 Riverport Drive","","Maryland Heights","MO","63043","","Service","Customer","","1-866-597-9560","","","customerservice@essencehealthcare.com","1P O BOX 5907","","TROY","MI","48007","05/22/2025"
"ESSENCE HEALTHCARE OF OHIO, INC.","Essence Healthcare","H3189","Local CCP","HMO/HMOPOS","01/01/2023","For Profit","Lumeris Group Holdings Corporation","Dallas","50","13900 Riverport Drive","","Maryland Heights","MO","63043","","Service","Customer","","1-866-597-9560","","","customerservice@essencehealthcare.com","P O BOX 5907","","TROY","MI","48007","05/22/2025"
"ESSENCE HEALTHCARE PPO, INC.","Essence Healthcare","H6200","Local CCP","Local PPO","01/01/2023","For Profit","Lumeris Group Holdings Corporation","Dallas","13,759","13900 Riverport Drive","","Maryland Heights","MO","63043","","Service","Customer","","1-866-597-9560","","","customerservice@essencehealthcare.com","1P O BOX 5907","","TROY","MI","48007","03/21/2023"
"ESSENCE HEALTHCARE, INC.","Essence Healthcare","H2610","Local CCP","HMO/HMOPOS","06/01/2004","For Profit","Lumeris Group Holdings Corporation","Dallas","42,481","13900 Riverport Drive","","Maryland Heights","MO","63043","","Service","Customer","","1-866-597-9560","","","customerservice@essencehealthcare.com","1P O BOX 5907","","TROY","MI","48007","12/06/2022"
"ETERNALHEALTH OF ARIZONA INC","eternalHealth","H3551","Local CCP","HMO/HMOPOS","01/01/2024","For Profit","Eternal Health of Delaware, Inc.","Boston","874","8825 N 23rd Avenue","Suite 100","Phoenix","AZ","85021","","Services","Provider","","1-800-680-9255","","","providerrelations@eternalhealth.com","31 St. James Ave.","Suite 950","Boston","MA","02116","07/31/2023"
"ETERNALHEALTH, INC.","eternalHealth","H2694","Local CCP","Local PPO","01/01/2022","For Profit","Eternal Health of Delaware, Inc.","Boston","1,568","31 St. James Avenue","Suite 950","Boston","MA","02116","","Services","Provider","","1-800-680-9255","","","providerrelations@eternalhealth.com","31 St. James Ave.","Suite 950","Boston","MA","02116","07/31/2023"
"ETERNALHEALTH, INC.","eternalHealth","H1280","Local CCP","HMO/HMOPOS","01/01/2022","For Profit","Eternal Health of Delaware, Inc.","Boston","410","31 St James Avenue","Suite 950","Boston","MA","02116","","Services","Provider","","1-800-680-9255","","","providerrelations@eternalhealth.com","31 St. James Ave.","Suite 950","Boston","MA","02116","07/31/2023"
"EXCELLUS HEALTH PLAN COMMUNITY CARE LLC","Excellus Health Plan Community Care LLC","H7524","Local CCP","HMO/HMOPOS","01/01/2023","Not-for-Profit/Non-Profit","Lifetime Healthcare, Inc.","Chicago","1,114","165 Court Street","","Rochester","NY","14647","Regulatory Compliance Adm","Wells","Ashley","","1-585-238-3641","","","Ashley.Wells@Excellus.com","165 Court Street","","Rochester","NY","14647","01/22/2025"
"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","H3351","Local CCP","HMO/HMOPOS","01/01/1990","Not-for-Profit/Non-Profit","Lifetime Healthcare, Inc.","Chicago","106,081","165 Court Street","","Rochester","NY","14647","Regulatory Compliance Adm","Wells","Ashley","","1-585-238-3641","","","Ashley.Wells@Excellus.com","165 Court Street","","Rochester","NY","14647","01/22/2025"
"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","H3335","Local CCP","Local PPO","07/01/2004","Not-for-Profit/Non-Profit","Lifetime Healthcare, Inc.","Chicago","95,332","165 Court St.","","Rochester","NY","14647","Regulatory Compliance Adm","Wells","Ashley","","1-585-238-3641","","","Ashley.Wells@Excellus.com","165 Court Street","","Rochester","NY","14647","01/22/2025"
"FALLON COMMUNITY HEALTH PLAN","Fallon Health","H9001","Local CCP","HMO/HMOPOS","04/01/1980","Not-for-Profit/Non-Profit","Fallon Community Health Plan, Inc.","Boston","11,817","1 Mercantile St., Ste. 400","","WORCESTER","MA","01608","","Service","Customer","","1-508-799-2100","69988","","CustomerService@fallonhealth.org","1 Mercantile St., Ste. 400","","Worcester","MA","01608","09/30/2024"
"FALLON COMMUNITY HEALTH PLAN","Fallon Health","H8928","Local CCP","HMO/HMOPOS","01/01/2022","Not-for-Profit/Non-Profit","Fallon Community Health Plan, Inc.","Boston","9,611","1 Mercantile St., Ste. 400","","Worcester","MA","01608","","Service","Customer","","1-508-799-2100","69988","","CustomerService@fallonhealth.org","1 Mercantile St., Ste. 400","","Worcester","MA","01608","09/30/2024"
"FALLON COMMUNITY HEALTH PLAN","Fallon Health","H2219","National PACE","National PACE","11/01/2002","Not-for-Profit/Non-Profit","Fallon Community Health Plan, Inc.","New York","1,381","10 CHESTNUT STREET","","WORCESTER","MA","01608","Senior Vice President, PA","Bostek","Kristine","","1-508-368-9923","","","Kristine.Bostek@fallonhealth.org","1 Mercantile St., Ste. 400","","Worcester","MA","01608","09/30/2024"
"FALLON HEALTH WEINBERG, INC.","Fallon Health Weinberg","H6596","National PACE","National PACE","09/01/2015","Not-for-Profit/Non-Profit","Fallon Community Health Plan, Inc.","New York","196","461 John James Audobon Parkway","","Amherst","NY","14228","Senior Vice President, PA","Bostek","Kristine","","1-508-368-9923","","","Kristine.Bostek@fallonhealth.org","1 Mercantile St., Ste. 400","","Worcester","MA","01608","09/30/2024"
"FAMILY HEALTH CENTERS OF SAN DIEGO, INC","Family Health-Center for Older Adults","H1693","National PACE","National PACE","07/01/2019","Not-for-Profit/Non-Profit","Family Health Centers of San Diego","San Francisco","282","823 Gateway Center Way","","San Diego","CA","92102","Business Development Dire","Yousif","Omar","","1-619-952-4089","","","omary@fhcsd.org","823 Gateway Center Way","","San Diego","CA","92102","04/18/2025"
"FENYX HEALTH INSURANCE COMPANY","Fenyx Health","H6130","MSA","MSA","01/01/2024","For Profit","Fenyx Health Holdings, Inc.","Denver","364","PO Box 135","","Winfield","PA","17889","","Handlan","James","","1-800-350-6626","","","hello@fenyxhealth.com","PO Box 135","","Winfield","PA","17889","06/14/2024"
"FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY","Aetna Medicare","H9431","Local CCP","Local PPO","01/01/2019","For Profit","CVS Health Corporation","Atlanta","1,341","3200 Highland Avenue","","Downers Grove","IL","60515","","Customer Service","Aetna","","1-800-624-0756","","","CustomerService@aetna.com","151 Farmington Avenue","","Hartford","CT","06156","01/25/2018"
"FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","H8064","Local CCP","Local PPO","01/01/2013","Not-for-Profit/Non-Profit","The Carle Foundation","Chicago","348","1930 N. Poplar Street","Suite 21","Southern Pines","NC","28387","Director of Customer Solu","Marquardt","Jennifer","","1-217-902-9229","","1-217-902-9705","Jennifer.Marquardt@healthalliance.org","3310 Fields South Drive","","Champaign","IL","61822","05/22/2025"
"FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","H6306","Local CCP","HMO/HMOPOS","01/01/2013","Not-for-Profit/Non-Profit","The Carle Foundation","Chicago","5,497","1930 N. Poplar Street","Suite 21","Southern Pines","NC","28387","Director of Customer Solu","Marquardt","Jennifer","","1-217-902-9229","","1-217-902-9705","Jennifer.Marquardt@healthalliance.org","3310 Fields South Drive","","Champaign","IL","61822","05/22/2025"
"FLORIDA BLUE MEDICARE, INC.","Florida Blue HMO","H1035","Local CCP","HMO/HMOPOS","11/01/1985","For Profit","Guidewell Mutual Holding Corporation","Dallas","66,197","4800 Deerwood Campus","DCC Blgd 100 / 8th Floor","Jacksonville","FL","32246","","Mbr Svcs","Medicare","","1-800-926-6565","","","Chrissy.This@bcbsfl.com","4800 Deerwood Campus Parkway","","Jacksonville","FL","32246","12/10/2020"
"FLORIDA PACE CENTERS, INC.","Florida Pace Centers, Inc.","H1043","National PACE","National PACE","01/01/2003","Not-for-Profit/Non-Profit","Miami Jewish Health Systems, Inc.","Atlanta","1,080","5200 NE 2ND AVENUE","","MIAMI","FL","33137","Sr. Claims Adjudicator","Johnson","Julie","","1-305-762-3942","","1-305-795-1855","JJohnson@miamijewishhealth.org","5200 NE 2nd Avenue","","Miami","FL","33137","04/17/2024"
